CHLRE_01g000017v5 Cre01.g000017
CHLRE_02g095106v5 Cre02.g095106
CHLRE_02g095107v5 Cre02.g095107
CHLRE_02g095108v5 Cre02.g095108
CHLRE_02g095109v5 Cre02.g095109
CHLRE_02g095110v5 Cre02.g095110
CHLRE_02g095111v5 Cre02.g095111
CHLRE_02g095112v5 Cre02.g095112
CHLRE_02g095113v5 Cre02.g095113
CHLRE_02g095114v5 Cre02.g095114
CHLRE_02g095115v5 Cre02.g095115
CHLRE_02g095116v5 Cre02.g095116
CHLRE_02g095117v5 Cre02.g095117
CHLRE_02g095118v5 Cre02.g095118
CHLRE_02g095119v5 Cre02.g095119
CHLRE_02g095120v5 Cre02.g095120
CHLRE_02g095121v5 Cre02.g095121
CHLRE_02g095122v5 Cre02.g095122
CHLRE_02g095123v5 Cre02.g095123
CHLRE_02g095124v5 Cre02.g095124
CHLRE_02g095125v5 Cre02.g095125
CHLRE_02g095126v5 Cre02.g095126
CHLRE_02g095127v5 Cre02.g095127
CHLRE_02g095128v5 Cre02.g095128
CHLRE_02g095129v5 Cre02.g095129
CHLRE_02g095130v5 Cre02.g095130
CHLRE_02g095131v5 Cre02.g095131
CHLRE_02g095132v5 Cre02.g095132
CHLRE_02g095133v5 Cre02.g095133
CHLRE_02g095134v5 Cre02.g095134
CHLRE_02g095135v5 Cre02.g095135
CHLRE_02g095136v5 Cre02.g095136
CHLRE_02g095137v5 Cre02.g095137
CHLRE_02g095138v5 Cre02.g095138
CHLRE_02g095139v5 Cre02.g095139
CHLRE_02g095140v5 Cre02.g095140
CHLRE_02g095141v5 Cre02.g095141
CHLRE_02g095142v5 Cre02.g095142
CHLRE_02g095143v5 Cre02.g095143
CHLRE_02g095144v5 Cre02.g095144
CHLRE_02g095145v5 Cre02.g095145
CHLRE_02g095146v5 Cre02.g095146
CHLRE_02g095147v5 Cre02.g095147
CHLRE_02g095148v5 Cre02.g095148
CHLRE_02g095149v5 Cre02.g095149
CHLRE_02g095151v5 Cre02.g095151
CHLRE_02g095152v5 Cre02.g095152
CHLRE_02g095153v5 Cre02.g095153
CHLRE_02g095154v5 Cre02.g095154
CHLRE_02g095000v5 Cre02.g095000
CHLRE_02g095050v5 Cre02.g095050
CHLRE_02g095100v5 Cre02.g095100
CHLRE_02g095150v5 Cre02.g095150
CHLRE_02g095200v5 Cre02.g095200
CHLRE_02g095250v5 Cre02.g095250
CHLRE_02g095294v5 Cre02.g095294
CHLRE_02g095300v5 Cre02.g095300
CHLRE_02g095350v5 Cre02.g095350
CHLRE_02g095400v5 Cre02.g095400
CHLRE_02g095450v5 Cre02.g095450
CHLRE_02g095500v5 Cre02.g095500
CHLRE_02g095550v5 Cre02.g095550
CHLRE_02g095600v5 Cre02.g095600
CHLRE_02g095650v5 Cre02.g095650
CHLRE_02g095700v5 Cre02.g095700
CHLRE_02g095750v5 Cre02.g095750
CHLRE_02g095800v5 Cre02.g095800
CHLRE_02g095850v5 Cre02.g095850
CHLRE_02g095900v5 Cre02.g095900
CHLRE_02g095950v5 Cre02.g095950
CHLRE_02g096000v5 Cre02.g096000
CHLRE_02g096050v5 Cre02.g096050
CHLRE_02g096100v5 Cre02.g096100
CHLRE_02g096150v5 Name=SODA
CHLRE_02g096200v5 Cre02.g096200
CHLRE_02g096250v5 Cre02.g096250
CHLRE_02g096300v5 Cre02.g096300
CHLRE_02g096350v5 Cre02.g096350
CHLRE_02g096400v5 Cre02.g096400
CHLRE_02g096450v5 Cre02.g096450
CHLRE_02g096455v5 Cre02.g096455
CHLRE_02g096500v5 Cre02.g096500
CHLRE_02g096551v5 Cre02.g096551
CHLRE_02g096601v5 Cre02.g096601
CHLRE_02g096650v5 Cre02.g096650
CHLRE_02g096700v5 Cre02.g096700
CHLRE_02g096737v5 Cre02.g096737
CHLRE_02g096750v5 Cre02.g096750
CHLRE_02g096800v5 Cre02.g096800
CHLRE_02g096850v5 Cre02.g096850
CHLRE_02g096900v5 Cre02.g096900
CHLRE_02g096950v5 Cre02.g096950
CHLRE_02g097000v5 Cre02.g097000
CHLRE_02g097050v5 Cre02.g097050
CHLRE_02g097100v5 Cre02.g097100
CHLRE_02g097150v5 Cre02.g097150
CHLRE_02g097200v5 Cre02.g097200
CHLRE_02g097213v5 Cre02.g097213
CHLRE_02g097221v5 Cre02.g097221
CHLRE_02g097227v5 Cre02.g097227
CHLRE_02g097250v5 Cre02.g097250
CHLRE_02g097300v5 Cre02.g097300
CHLRE_02g097334v5 Cre02.g097334
CHLRE_02g097400v5 Cre02.g097400
CHLRE_02g097450v5 Cre02.g097450
CHLRE_02g097500v5 Cre02.g097500
CHLRE_02g097550v5 Cre02.g097550
CHLRE_02g097600v5 Cre02.g097600
CHLRE_02g097650v5 Cre02.g097650
CHLRE_02g097800v5 Cre02.g097800
CHLRE_02g097850v5 Cre02.g097850
CHLRE_02g097900v5 Cre02.g097900
CHLRE_02g097950v5 Cre02.g097950
CHLRE_02g098000v5 Cre02.g098000
CHLRE_02g098050v5 Cre02.g098050
CHLRE_02g098100v5 Cre02.g098100
CHLRE_02g098150v5 Cre02.g098150
CHLRE_02g098200v5 Cre02.g098200
CHLRE_02g098250v5 Cre02.g098250
CHLRE_02g098300v5 Cre02.g098300
CHLRE_02g098350v5 Cre02.g098350
CHLRE_02g098400v5 Cre02.g098400
CHLRE_02g098450v5 Cre02.g098450
CHLRE_02g098500v5 Cre02.g098500
CHLRE_02g098550v5 Cre02.g098550
CHLRE_02g098600v5 Cre02.g098600
CHLRE_02g098650v5 Cre02.g098650
CHLRE_02g098700v5 Cre02.g098700
CHLRE_02g098750v5 Cre02.g098750
CHLRE_02g098800v5 Cre02.g098800
CHLRE_02g098850v5 Cre02.g098850
CHLRE_02g098900v5 Cre02.g098900
CHLRE_02g098950v5 Cre02.g098950
CHLRE_02g099000v5 Cre02.g099000
CHLRE_02g099050v5 Cre02.g099050
CHLRE_02g099055v5 Cre02.g099055
CHLRE_02g099100v5 Cre02.g099100
CHLRE_02g099150v5 Cre02.g099150
CHLRE_02g099200v5 Cre02.g099200
CHLRE_02g099251v5 Cre02.g099251
CHLRE_02g099300v5 Cre02.g099300
CHLRE_02g099350v5 Cre02.g099350
CHLRE_02g099400v5 Cre02.g099400
CHLRE_02g099452v5 Cre02.g099452
CHLRE_02g099500v5 Cre02.g099500
CHLRE_02g099550v5 Cre02.g099550
CHLRE_02g099601v5 Cre02.g099601
CHLRE_02g099650v5 Cre02.g099650
CHLRE_02g099700v5 Cre02.g099700
CHLRE_02g099750v5 Cre02.g099750
CHLRE_02g099800v5 Cre02.g099800
CHLRE_02g099850v5 Cre02.g099850
CHLRE_02g099879v5 Cre02.g099879
CHLRE_02g099900v5 Cre02.g099900
CHLRE_02g099950v5 Cre02.g099950
CHLRE_02g100000v5 Cre02.g100000
CHLRE_02g100050v5 Cre02.g100050
CHLRE_02g100100v5 Cre02.g100100
CHLRE_02g100150v5 Cre02.g100150
CHLRE_02g100200v5 Cre02.g100200
CHLRE_02g100250v5 Cre02.g100250
CHLRE_02g100300v5 Cre02.g100300
CHLRE_02g100350v5 Cre02.g100350
CHLRE_02g100400v5 Cre02.g100400
CHLRE_02g100450v5 Cre02.g100450
CHLRE_02g100500v5 Cre02.g100500
CHLRE_02g100533v5 Cre02.g100533
CHLRE_02g100566v5 Cre02.g100566
CHLRE_02g100600v5 Cre02.g100600
CHLRE_02g100633v5 Cre02.g100633
CHLRE_02g100666v5 Cre02.g100666
CHLRE_02g100700v5 Cre02.g100700
CHLRE_02g100750v5 Cre02.g100750
CHLRE_02g100800v5 Cre02.g100800
CHLRE_02g100850v5 Cre02.g100850
CHLRE_02g100876v5 Cre02.g100876
CHLRE_02g100900v5 Cre02.g100900
CHLRE_02g100950v5 Cre02.g100950
CHLRE_02g101000v5 Cre02.g101000
CHLRE_02g101050v5 Cre02.g101050
CHLRE_02g101100v5 Cre02.g101100
CHLRE_02g101150v5 Cre02.g101150
CHLRE_02g101200v5 Cre02.g101200
CHLRE_02g101250v5 Cre02.g101250
CHLRE_02g101300v5 Cre02.g101300
CHLRE_02g101350v5 Cre02.g101350
CHLRE_02g101400v5 Cre02.g101400
CHLRE_02g101500v5 Cre02.g101500
CHLRE_02g101550v5 Cre02.g101550
CHLRE_02g101600v5 Cre02.g101600
CHLRE_02g101635v5 Cre02.g101635
CHLRE_02g101650v5 Cre02.g101650
CHLRE_02g101700v5 Cre02.g101700
CHLRE_02g101750v5 Cre02.g101750
CHLRE_02g101786v5 Cre02.g101786
CHLRE_02g101800v5 Cre02.g101800
CHLRE_02g101850v5 Cre02.g101850
CHLRE_02g101900v5 Cre02.g101900
CHLRE_02g101950v5 Cre02.g101950
CHLRE_02g102000v5 Cre02.g102000
CHLRE_02g102050v5 Cre02.g102050
CHLRE_02g102100v5 Cre02.g102100
CHLRE_02g102150v5 Cre02.g102150
CHLRE_02g102200v5 Cre02.g102200
CHLRE_02g102250v5 Cre02.g102250
CHLRE_02g102276v5 Cre02.g102276
CHLRE_02g102300v5 Cre02.g102300
CHLRE_02g102350v5 Cre02.g102350
CHLRE_02g102400v5 Cre02.g102400
CHLRE_02g102450v5 Cre02.g102450
CHLRE_02g102500v5 Cre02.g102500
CHLRE_02g102551v5 Cre02.g102551
CHLRE_02g102600v5 Cre02.g102600
CHLRE_02g102650v5 Cre02.g102650
CHLRE_02g102700v5 Cre02.g102700
CHLRE_02g102750v5 Cre02.g102750
CHLRE_02g102776v5 Cre02.g102776
CHLRE_02g102800v5 Cre02.g102800
CHLRE_02g102850v5 Cre02.g102850
CHLRE_02g102900v5 Cre02.g102900
CHLRE_02g102950v5 Cre02.g102950
CHLRE_02g103000v5 Cre02.g103000
CHLRE_02g103050v5 Cre02.g103050
CHLRE_02g103100v5 Cre02.g103100
CHLRE_02g103150v5 Cre02.g103150
CHLRE_02g103200v5 Cre02.g103200
CHLRE_02g103250v5 Cre02.g103250
CHLRE_02g103300v5 Cre02.g103300
CHLRE_02g103350v5 Cre02.g103350
CHLRE_02g103400v5 Cre02.g103400
CHLRE_02g103426v5 Cre02.g103426
CHLRE_02g103450v5 Cre02.g103450
CHLRE_02g103500v5 Cre02.g103500
CHLRE_02g103550v5 Cre02.g103550
CHLRE_02g103600v5 Cre02.g103600
CHLRE_02g103650v5 Cre02.g103650
CHLRE_02g103700v5 Cre02.g103700
CHLRE_02g103750v5 Cre02.g103750
CHLRE_02g103770v5 Cre02.g103770
CHLRE_02g103784v5 Cre02.g103784
CHLRE_02g103800v5 Cre02.g103800
CHLRE_02g103850v5 Cre02.g103850
CHLRE_02g103900v5 Cre02.g103900
CHLRE_02g103950v5 Name=FAP100
CHLRE_02g104000v5 Cre02.g104000
CHLRE_02g104050v5 Cre02.g104050
CHLRE_02g104100v5 Cre02.g104100
CHLRE_02g104126v5 Cre02.g104126
CHLRE_02g104150v5 Cre02.g104150
CHLRE_02g104201v5 Cre02.g104201
CHLRE_02g104250v5 Cre02.g104250
CHLRE_02g104300v5 Cre02.g104300
CHLRE_02g104350v5 Cre02.g104350
CHLRE_02g104400v5 Cre02.g104400
CHLRE_02g104450v5 Cre02.g104450
CHLRE_02g104500v5 Cre02.g104500
CHLRE_02g104550v5 Cre02.g104550
CHLRE_02g104600v5 Cre02.g104600
CHLRE_02g104650v5 Cre02.g104650
CHLRE_02g104700v5 Cre02.g104700
CHLRE_02g104725v5 Cre02.g104725
CHLRE_02g104750v5 Cre02.g104750
CHLRE_02g104800v5 Cre02.g104800
CHLRE_02g104850v5 Cre02.g104850
CHLRE_02g104876v5 Cre02.g104876
CHLRE_02g104900v5 Cre02.g104900
CHLRE_02g104950v5 Cre02.g104950
CHLRE_02g104951v5 Cre02.g104951
CHLRE_02g105000v5 Cre02.g105000
CHLRE_02g105026v5 Cre02.g105026
CHLRE_02g105050v5 Cre02.g105050
CHLRE_02g105100v5 Cre02.g105100
CHLRE_02g105150v5 Cre02.g105150
CHLRE_02g105200v5 Cre02.g105200
CHLRE_02g105250v5 Cre02.g105250
CHLRE_02g105287v5 Cre02.g105287
CHLRE_02g105300v5 Cre02.g105300
CHLRE_02g105350v5 Cre02.g105350
CHLRE_02g105400v5 Cre02.g105400
CHLRE_02g105450v5 Cre02.g105450
CHLRE_02g105500v5 Cre02.g105500
CHLRE_02g105550v5 Cre02.g105550
CHLRE_02g105600v5 Cre02.g105600
CHLRE_02g105650v5 Cre02.g105650
CHLRE_02g105700v5 Cre02.g105700
CHLRE_02g105750v5 Cre02.g105750
CHLRE_02g105800v5 Cre02.g105800
CHLRE_02g105851v5 Cre02.g105851
CHLRE_02g105900v5 Cre02.g105900
CHLRE_02g105950v5 Cre02.g105950
CHLRE_02g106000v5 Cre02.g106000
CHLRE_02g106050v5 Cre02.g106050
CHLRE_02g106100v5 Cre02.g106100
CHLRE_02g106150v5 Cre02.g106150
CHLRE_02g106200v5 Cre02.g106200
CHLRE_02g106250v5 Cre02.g106250
CHLRE_02g106300v5 Cre02.g106300
CHLRE_02g106350v5 Cre02.g106350
CHLRE_02g106400v5 Cre02.g106400
CHLRE_02g106450v5 Cre02.g106450
CHLRE_02g106500v5 Cre02.g106500
CHLRE_02g106550v5 Cre02.g106550
CHLRE_02g106600v5 Cre02.g106600
CHLRE_02g106650v5 Cre02.g106650
CHLRE_02g106700v5 Cre02.g106700
CHLRE_02g106750v5 Cre02.g106750
CHLRE_02g106800v5 Cre02.g106800
CHLRE_02g106850v5 Cre02.g106850
CHLRE_02g106900v5 Cre02.g106900
CHLRE_02g106950v5 Cre02.g106950
CHLRE_02g107000v5 Cre02.g107000
CHLRE_02g107050v5 Cre02.g107050
CHLRE_02g107100v5 Cre02.g107100
CHLRE_02g107150v5 Cre02.g107150
CHLRE_02g107200v5 Cre02.g107200
CHLRE_02g107213v5 Cre02.g107213
CHLRE_02g107256v5 Cre02.g107256
CHLRE_02g107300v5 Cre02.g107300
CHLRE_02g107350v5 Cre02.g107350
CHLRE_02g107400v5 Cre02.g107400
CHLRE_02g107450v5 Cre02.g107450
CHLRE_02g107500v5 Cre02.g107500
CHLRE_02g107550v5 Cre02.g107550
CHLRE_02g107600v5 Cre02.g107600
CHLRE_02g107650v5 Cre02.g107650
CHLRE_02g107700v5 Cre02.g107700
CHLRE_02g107750v5 Cre02.g107750
CHLRE_02g107800v5 Cre02.g107800
CHLRE_02g107850v5 Cre02.g107850
CHLRE_02g107900v5 Cre02.g107900
CHLRE_02g107950v5 Cre02.g107950
CHLRE_02g108000v5 Cre02.g108000
CHLRE_02g108050v5 Cre02.g108050
CHLRE_02g108100v5 Cre02.g108100
CHLRE_02g108150v5 Cre02.g108150
CHLRE_02g108200v5 Cre02.g108200
CHLRE_02g108250v5 Cre02.g108250
CHLRE_02g108300v5 Cre02.g108300
CHLRE_02g108350v5 Cre02.g108350
CHLRE_02g108400v5 Cre02.g108400
CHLRE_02g108450v5 Cre02.g108450
CHLRE_02g108500v5 Cre02.g108500
CHLRE_02g108550v5 Cre02.g108550
CHLRE_02g108601v5 Cre02.g108601
CHLRE_02g108650v5 Cre02.g108650
CHLRE_02g108700v5 Cre02.g108700
CHLRE_02g108750v5 Cre02.g108750
CHLRE_02g108800v5 Cre02.g108800
CHLRE_02g108850v5 Cre02.g108850
CHLRE_02g108900v5 Cre02.g108900
CHLRE_02g108950v5 Cre02.g108950
CHLRE_02g109000v5 Cre02.g109000
CHLRE_02g109050v5 Cre02.g109050
CHLRE_02g109100v5 Cre02.g109100
CHLRE_02g109126v5 Cre02.g109126
CHLRE_02g109150v5 Cre02.g109150
CHLRE_02g109200v5 Cre02.g109200
CHLRE_02g109250v5 Cre02.g109250
CHLRE_02g109300v5 Cre02.g109300
CHLRE_02g109333v5 Cre02.g109333
CHLRE_02g109366v5 Cre02.g109366
CHLRE_02g109400v5 Cre02.g109400
CHLRE_02g109450v5 Cre02.g109450
CHLRE_02g109501v5 Cre02.g109501
CHLRE_02g109550v5 Cre02.g109550
CHLRE_02g109600v5 Cre02.g109600
CHLRE_02g109650v5 Cre02.g109650
CHLRE_02g109683v5 Cre02.g109683
CHLRE_02g109716v5 Cre02.g109716
CHLRE_02g109750v5 Cre02.g109750
CHLRE_02g109800v5 Cre02.g109800
CHLRE_02g109850v5 Cre02.g109850
CHLRE_02g109900v5 Cre02.g109900
CHLRE_02g109950v5 Cre02.g109950
CHLRE_02g110000v5 Cre02.g110000
CHLRE_02g110050v5 Cre02.g110050
CHLRE_02g110100v5 Cre02.g110100
CHLRE_02g110150v5 Cre02.g110150
CHLRE_02g110200v5 Cre02.g110200
CHLRE_02g110250v5 Cre02.g110250
CHLRE_02g110263v5 Cre02.g110263
CHLRE_02g110300v5 Cre02.g110300
CHLRE_02g110350v5 Cre02.g110350
CHLRE_02g110400v5 Cre02.g110400
CHLRE_02g110450v5 Cre02.g110450
CHLRE_02g110500v5 Cre02.g110500
CHLRE_02g110550v5 Cre02.g110550
CHLRE_02g110600v5 Cre02.g110600
CHLRE_02g110650v5 Cre02.g110650
CHLRE_02g110700v5 Cre02.g110700
CHLRE_02g110750v5 Cre02.g110750
CHLRE_02g110800v5 Cre02.g110800
CHLRE_02g110843v5 Cre02.g110843
CHLRE_02g110850v5 Cre02.g110850
CHLRE_02g110900v5 Cre02.g110900
CHLRE_02g110950v5 Cre02.g110950
CHLRE_02g111000v5 Cre02.g111000
CHLRE_02g111014v5 Cre02.g111014
CHLRE_02g111029v5 Cre02.g111029
CHLRE_02g111050v5 Cre02.g111050
CHLRE_02g111108v5 Cre02.g111108
CHLRE_02g111150v5 Cre02.g111150
CHLRE_02g111200v5 Cre02.g111200
CHLRE_02g111250v5 Cre02.g111250
CHLRE_02g111300v5 Cre02.g111300
CHLRE_02g111350v5 Cre02.g111350
CHLRE_02g111400v5 Cre02.g111400
CHLRE_02g111426v5 Cre02.g111426
CHLRE_02g111450v5 Cre02.g111450
CHLRE_02g111500v5 Cre02.g111500
CHLRE_02g111526v5 Cre02.g111526
CHLRE_02g111550v5 Cre02.g111550
CHLRE_02g111600v5 Cre02.g111600
CHLRE_02g111650v5 Cre02.g111650
CHLRE_02g111700v5 Cre02.g111700
CHLRE_02g111750v5 Cre02.g111750
CHLRE_02g111800v5 Cre02.g111800
CHLRE_02g111850v5 Cre02.g111850
CHLRE_02g111900v5 Cre02.g111900
CHLRE_02g111950v5 Cre02.g111950
CHLRE_02g112000v5 Cre02.g112000
CHLRE_02g112050v5 Cre02.g112050
CHLRE_02g112100v5 Cre02.g112100
CHLRE_02g112150v5 Cre02.g112150
CHLRE_02g112200v5 Cre02.g112200
CHLRE_02g112250v5 Cre02.g112250
CHLRE_02g112266v5 Cre02.g112266
CHLRE_02g112300v5 Cre02.g112300
CHLRE_02g112333v5 Cre02.g112333
CHLRE_02g112366v5 Cre02.g112366
CHLRE_02g112400v5 Cre02.g112400
CHLRE_02g112433v5 Cre02.g112433
CHLRE_02g112500v5 Cre02.g112500
CHLRE_02g112550v5 Cre02.g112550
CHLRE_02g112600v5 Cre02.g112600
CHLRE_02g112650v5 Cre02.g112650
CHLRE_02g112701v5 Cre02.g112701
CHLRE_02g112750v5 Cre02.g112750
CHLRE_02g112800v5 Cre02.g112800
CHLRE_02g112850v5 Cre02.g112850
CHLRE_02g112900v5 Cre02.g112900
CHLRE_02g112950v5 Cre02.g112950
CHLRE_02g113000v5 Cre02.g113000
CHLRE_02g113050v5 Cre02.g113050
CHLRE_02g113100v5 Cre02.g113100
CHLRE_02g113150v5 Cre02.g113150
CHLRE_02g113200v5 Cre02.g113200
CHLRE_02g113250v5 Cre02.g113250
CHLRE_02g113300v5 Cre02.g113300
CHLRE_02g113350v5 Cre02.g113350
CHLRE_02g113376v5 Cre02.g113376
CHLRE_02g113400v5 Cre02.g113400
CHLRE_02g113450v5 Cre02.g113450
CHLRE_02g113500v5 Cre02.g113500
CHLRE_02g113550v5 Cre02.g113550
CHLRE_02g113600v5 Cre02.g113600
CHLRE_02g113626v5 Cre02.g113626
CHLRE_02g113652v5 Cre02.g113652
CHLRE_02g113700v5 Cre02.g113700
CHLRE_02g113750v5 Cre02.g113750
CHLRE_02g113751v5 Cre02.g113751
CHLRE_02g113752v5 Cre02.g113752
CHLRE_02g113800v5 Cre02.g113800
CHLRE_02g113809v5 Cre02.g113809
CHLRE_02g113850v5 Cre02.g113850
CHLRE_02g113900v5 Cre02.g113900
CHLRE_02g113950v5 Cre02.g113950
CHLRE_02g114000v5 Cre02.g114000
CHLRE_02g114001v5 Cre02.g114001
CHLRE_02g114050v5 Cre02.g114050
CHLRE_02g114100v5 Cre02.g114100
CHLRE_02g114150v5 Cre02.g114150
CHLRE_02g114200v5 Cre02.g114200
CHLRE_02g114250v5 Cre02.g114250
CHLRE_02g114300v5 Cre02.g114300
CHLRE_02g114350v5 Cre02.g114350
CHLRE_02g114400v5 Name=LIP1P
CHLRE_02g114450v5 Cre02.g114450
CHLRE_02g114500v5 Cre02.g114500
CHLRE_02g114550v5 Cre02.g114550
CHLRE_02g114575v5 Cre02.g114575
CHLRE_02g114600v5 Cre02.g114600
CHLRE_02g114650v5 Cre02.g114650
CHLRE_02g114700v5 Cre02.g114700
CHLRE_02g114750v5 Cre02.g114750
CHLRE_02g114800v5 Cre02.g114800
CHLRE_02g114850v5 Cre02.g114850
CHLRE_02g114900v5 Cre02.g114900
CHLRE_02g114950v5 Cre02.g114950
CHLRE_02g115000v5 Cre02.g115000
CHLRE_02g115050v5 Cre02.g115050
CHLRE_02g115100v5 Cre02.g115100
CHLRE_02g115150v5 Cre02.g115150
CHLRE_02g115200v5 Cre02.g115200
CHLRE_02g115226v5 Cre02.g115226
CHLRE_02g115250v5 Cre02.g115250
CHLRE_02g115300v5 Cre02.g115300
CHLRE_02g115350v5 Cre02.g115350
CHLRE_02g115400v5 Cre02.g115400
CHLRE_02g115450v5 Cre02.g115450
CHLRE_02g115500v5 Cre02.g115500
CHLRE_02g115508v5 Cre02.g115508
CHLRE_02g115550v5 Cre02.g115550
CHLRE_02g115567v5 Cre02.g115567
CHLRE_02g115583v5 Cre02.g115583
CHLRE_02g115600v5 Cre02.g115600
CHLRE_02g115650v5 Cre02.g115650
CHLRE_02g115700v5 Cre02.g115700
CHLRE_02g115750v5 Cre02.g115750
CHLRE_02g115800v5 Cre02.g115800
CHLRE_02g115850v5 Cre02.g115850
CHLRE_02g115900v5 Cre02.g115900
CHLRE_02g115950v5 Cre02.g115950
CHLRE_02g116000v5 Cre02.g116000
CHLRE_02g116050v5 Cre02.g116050
CHLRE_02g116100v5 Cre02.g116100
CHLRE_02g116150v5 Cre02.g116150
CHLRE_02g116200v5 Cre02.g116200
CHLRE_02g116250v5 Cre02.g116250
CHLRE_02g116300v5 Cre02.g116300
CHLRE_02g116350v5 Cre02.g116350
CHLRE_02g116400v5 Cre02.g116400
CHLRE_02g116450v5 Cre02.g116450
CHLRE_02g116500v5 Cre02.g116500
CHLRE_02g116550v5 Cre02.g116550
CHLRE_02g116600v5 Cre02.g116600
CHLRE_02g116650v5 Cre02.g116650
CHLRE_02g116700v5 Cre02.g116700
CHLRE_02g116750v5 Cre02.g116750
CHLRE_02g116800v5 Cre02.g116800
CHLRE_02g116850v5 Cre02.g116850
CHLRE_02g116900v5 Cre02.g116900
CHLRE_02g116950v5 Cre02.g116950
CHLRE_02g117000v5 Cre02.g117000
CHLRE_02g117050v5 Cre02.g117050
CHLRE_02g117100v5 Cre02.g117100
CHLRE_02g117150v5 Cre02.g117150
CHLRE_02g117175v5 Cre02.g117175
CHLRE_02g117200v5 Cre02.g117200
CHLRE_02g117250v5 Cre02.g117250
CHLRE_02g117300v5 Cre02.g117300
CHLRE_02g117350v5 Cre02.g117350
CHLRE_02g117376v5 Cre02.g117376
CHLRE_02g117400v5 Cre02.g117400
CHLRE_02g117410v5 Cre02.g117410
CHLRE_02g117450v5 Cre02.g117450
CHLRE_02g117500v5 Cre02.g117500
CHLRE_02g117550v5 Cre02.g117550
CHLRE_02g117600v5 Cre02.g117600
CHLRE_02g117650v5 Cre02.g117650
CHLRE_02g117676v5 Cre02.g117676
CHLRE_02g117700v5 Cre02.g117700
CHLRE_02g117750v5 Cre02.g117750
CHLRE_02g117781v5 Cre02.g117781
CHLRE_02g117813v5 Cre02.g117813
CHLRE_02g117850v5 Cre02.g117850
CHLRE_02g117900v5 Cre02.g117900
CHLRE_02g117950v5 Cre02.g117950
CHLRE_02g118000v5 Cre02.g118000
CHLRE_02g118050v5 Cre02.g118050
CHLRE_02g118100v5 Cre02.g118100
CHLRE_02g118125v5 Cre02.g118125
CHLRE_02g118151v5 Cre02.g118151
CHLRE_02g118200v5 Cre02.g118200
CHLRE_02g118250v5 Cre02.g118250
CHLRE_02g118300v5 Cre02.g118300
CHLRE_02g118350v5 Cre02.g118350
CHLRE_02g118400v5 Cre02.g118400
CHLRE_02g118450v5 Cre02.g118450
CHLRE_02g118500v5 Cre02.g118500
CHLRE_02g118550v5 Cre02.g118550
CHLRE_02g118600v5 Cre02.g118600
CHLRE_02g118650v5 Cre02.g118650
CHLRE_02g118700v5 Cre02.g118700
CHLRE_02g118750v5 Cre02.g118750
CHLRE_02g118801v5 Cre02.g118801
CHLRE_02g118850v5 Cre02.g118850
CHLRE_02g118900v5 Cre02.g118900
CHLRE_02g118950v5 Cre02.g118950
CHLRE_02g119000v5 Cre02.g119000
CHLRE_02g119050v5 Cre02.g119050
CHLRE_02g119100v5 Cre02.g119100
CHLRE_02g119150v5 Cre02.g119150
CHLRE_02g119201v5 Cre02.g119201
CHLRE_02g119250v5 Cre02.g119250
CHLRE_02g119300v5 Cre02.g119300
CHLRE_02g119350v5 Cre02.g119350
CHLRE_02g119400v5 Cre02.g119400
CHLRE_02g119450v5 Cre02.g119450
CHLRE_02g119484v5 Cre02.g119484
CHLRE_02g119500v5 Cre02.g119500
CHLRE_02g119526v5 Cre02.g119526
CHLRE_02g119550v5 Cre02.g119550
CHLRE_02g119600v5 Cre02.g119600
CHLRE_02g119650v5 Cre02.g119650
CHLRE_02g119651v5 Cre02.g119651
CHLRE_02g119700v5 Cre02.g119700
CHLRE_02g119751v5 Cre02.g119751
CHLRE_02g119800v5 Cre02.g119800
CHLRE_02g119850v5 Cre02.g119850
CHLRE_02g119900v5 Cre02.g119900
CHLRE_02g119950v5 Cre02.g119950
CHLRE_02g120001v5 Cre02.g120001
CHLRE_02g120050v5 Cre02.g120050
CHLRE_02g120100v5 Name=RBCS-1
CHLRE_02g120150v5 Name=RBCS-2
CHLRE_02g120200v5 Cre02.g120200
CHLRE_02g120250v5 Name=STT7
CHLRE_02g120301v5 Cre02.g120301
CHLRE_02g120350v5 Cre02.g120350
CHLRE_02g127237v5 Cre02.g127237
CHLRE_02g134124v5 Cre02.g134124
CHLRE_02g141011v5 Cre02.g141011
CHLRE_02g147900v5 Cre02.g147900
CHLRE_02g147850v5 Cre02.g147850
CHLRE_02g147800v5 Cre02.g147800
CHLRE_02g147750v5 Cre02.g147750
CHLRE_02g147700v5 Cre02.g147700
CHLRE_02g147650v5 Cre02.g147650
CHLRE_02g147600v5 Cre02.g147600
CHLRE_02g147550v5 Cre02.g147550
CHLRE_02g147500v5 Cre02.g147500
CHLRE_02g147450v5 Cre02.g147450
CHLRE_02g147350v5 Cre02.g147350
CHLRE_02g147300v5 Cre02.g147300
CHLRE_02g147301v5 Cre02.g147301
CHLRE_02g147302v5 Cre02.g147302
CHLRE_02g147150v5 Cre02.g147150
CHLRE_02g147100v5 Cre02.g147100
CHLRE_02g147050v5 Cre02.g147050
CHLRE_02g147000v5 Cre02.g147000
CHLRE_02g146950v5 Cre02.g146950
CHLRE_02g146900v5 Cre02.g146900
CHLRE_02g146850v5 Cre02.g146850
CHLRE_02g146851v5 Cre02.g146851
CHLRE_02g146750v5 Cre02.g146750
